"","NOAA.ID","study.name","early.year","recent.year","lat","long","elev","flag"
"160",27462,"CO668",1634,2000,38.45,-106.38333,3650,"include"
"161",27465,"CO671",635,2005,40.92,-106.33,2469,"include"
"162",27496,"ID021",1257,2006,43.82,-114.26,2450,"include"
"163",27497,"ID022",1299,2006,42.67,-112.35,2600,"include"
"164",27498,"ID023",1135,2007,44.42,-114.25,1700,"include"
"165",27514,"MT140",369,1998,45.0167,-108.6167,2100,"include"
"166",27516,"MT142",1499,2002,48.9833,-114.25,1710,"include"
"167",27517,"MT143",1580,2010,48.1,-109.6,1485,"include"
"168",27519,"MT145",1581,2002,48.25,-109.5,1500,"include"
"169",27520,"MT146",1621,2002,48.2,-109.7,1800,"include"
"170",27521,"MT147",1187,2006,44.67,-112.78,2150,"include"
"171",27523,"MT149",1406,2000,46.0333,-110.2,2030,"include"
"172",27531,"MT150",1399,2007,45.045,-109.406,2713,"include"
"173",27532,"MT151",1688,2013,45.83,-112.35,1676,"include"
"174",27535,"MT154",1703,2013,47.49649,-110.57746,1611,"include"
"175",27536,"MT155",1660,2001,48.3833,-113.6167,1890,"include"
"176",27537,"MT156",1713,2013,46.97787,-110.5232,1835,"include"
"177",27540,"MT159",1337,2002,48.7,-113.5167,1860,"include"
"178",27542,"MT160",1558,2013,46.72,-111.8,1128,"include"
"179",27543,"MT161",1660,2005,47.46,-110.56,1425,"include"
"180",27544,"MT162",1699,2005,46.86,-110.99,1830,"include"
"181",27545,"MT163",1281,2013,46.4715,-110.6714,2095,"include"
"182",27546,"MT164",1532,2013,45.6,-110.55,1433,"include"
"183",27548,"MT166",1501,2003,47.1833,-109.2167,1666,"include"
"184",27550,"MT168",1645,2001,48.85,-114.2,1695,"include"
"185",27551,"MT169",1529,2003,48.35,-113.5,1800,"include"
"186",27572,"MT173",1338,1996,48.8333,-111.5,1800,"include"
"187",2761,"ID014",1135,1995,44.42,-114.25,1700,"include"
"188",27620,"WY057",1519,2006,42.49,-108.93,2555,"include"
"189",27622,"WY059",1057,2000,44.2333,-109.35,2400,"include"
"190",27623,"WY060",1392,1998,44.05,-107.3833,1560,"include"
"191",27624,"WY061",1098,2006,44.48,-109.67,2000,"include"
"192",27625,"WY062",1441,2007,44.0333,-113.1667,2639,"include"
"193",27626,"WY063",1558,2006,43.23,-110.8,2100,"include"
"194",27631,"WY068",1186,1998,44.4833,-107.6167,2500,"include"
"195",27633,"WY070",1097,1999,43.95,-109.2833,2500,"include"
"196",2809,"AZ554",1556,1983,33.97,-109.55,2940,"include"
"197",2810,"OR043",1504,1983,45.32,-121.65,1300,"include"
"198",2817,"AZ551",1703,1983,31.85,-109.3,2790,"include"
"199",2818,"CA558",1642,1983,40.75,-123.67,1560,"include"
"200",2835,"WA084",1750,1983,47.97,-123.43,1360,"include"
"201",2838,"AZ555",1568,1983,32.45,-110.78,2700,"include"
"202",2849,"NM571",1735,1983,35.25,-107.5,3000,"include"
"203",2851,"NM570",1554,1983,33.33,-105.67,3120,"include"
"204",2874,"CA608",1760,1997,38.02,-122.8,120,"include"
"205",2879,"WA003",1743,1975,48.83,-118.3,3200,"include"
"206",2880,"WA031",1750,1976,47.82,-123.15,1550,"include"
"207",2883,"WA001",1822,1975,48.98,-118.05,1372,"include"
"208",2885,"WA008",1791,1975,48.12,-118.78,1253,"include"
"209",2886,"WA007",1794,1975,48.25,-118.75,988,"include"
"210",2888,"WA020",1710,1976,47.95,-123.25,1550,"include"
"211",2889,"WA033",1534,1976,45.88,-122.03,810,"include"
"212",2890,"WA036",1772,1976,47.97,-123.47,1550,"include"
"213",2895,"WA032",1742,1976,47.98,-123.47,1550,"include"
"214",2900,"WA027",1397,1976,45.97,-121.98,930,"include"
"215",2901,"WA004",1822,1975,48.48,-118.8,1120,"include"
"216",2904,"WA034",1628,1976,48.13,-121.63,710,"include"
"217",2905,"WA006",1807,1975,48.3,-117.17,914,"include"
"218",2906,"WA019",1548,1976,48.9,-121.8,550,"include"
"219",2908,"WA023",1748,1976,48.48,-120.73,1468,"include"
"220",2909,"WA025",1586,1976,48.73,-121.05,612,"include"
"221",2910,"WA041",1321,1976,48.35,-121.75,1180,"include"
"222",2911,"WA005",1800,1975,48.83,-117.55,1219,"include"
"223",2912,"WA002",1825,1975,48.77,-118.48,1676,"include"
"224",2913,"WA017",1420,1975,46.67,-121.53,1224,"include"
"225",2942,"NM520",1540,1978,35.97,-108.8,2755,"include"
"226",2944,"NM503",1487,1978,36.98,-107.07,2073,"include"
"227",2947,"NM537",1570,1978,36.68,-107.32,2073,"include"
"228",2948,"CO509",1373,1978,37.18,-108.48,2115,"include"
"229",2960,"TX042",1473,1992,29.25,-103.3,2057,"include"
"230",3063,"CO076",1389,1972,37.17,-108.52,2042,"include"
"231",3065,"AZ082",1376,1972,36.1,-109.38,1828,"include"
"232",3074,"NM022",1660,1971,37,-107.82,2073,"include"
"233",3075,"NM026",1362,1972,36.35,-106.52,2042,"include"
"234",3089,"AZ023",1304,1962,36.67,-110.5,2012,"include"
"235",3095,"NM024",1643,1971,36.68,-107.32,2103,"include"
"236",3100,"NM039",1690,1972,35.53,-105.57,2286,"include"
"237",3103,"NM025",1381,1972,35.6,-108.13,2286,"include"
"238",31053,"CANA611",1862,2017,50.853,-120.52,1000,"include"
"239",3108,"AZ080",1598,1971,36.1,-109.35,1905,"include"
"240",3113,"AZ083",1500,1971,36.22,-109.35,1951,NA
"241",3116,"UT023",1347,1972,37.62,-110.02,1859,"include"
"242",3187,"WA085",1515,1987,47.37,-121.33,798,"include"
"243",3188,"WA086",1288,1987,47.83,-123.03,867,"include"
"244",3189,"WA087",1502,1987,48.33,-121.72,1052,"include"
"245",3191,"WA088",1394,1987,48,-124,267,"include"
"246",3192,"WA090",1326,1987,47.88,-121.33,967,"include"
"247",3193,"WY019",1412,1990,41.13,-106.05,2375,"include"
"248",3194,"WA089",1539,1987,46.63,-121.83,900,"include"
"249",3195,"WA091",1410,1987,46.8,-121.88,970,"include"
"250",31997,"UT548",1395,2019,37.6596,-112.856,3069,"include"
"251",3217,"AZ558",1464,1999,32.7,-109.92,3025,"include"
"252",3221,"WA042",1520,1965,48.58,-120.17,701,NA
"253",3222,"MT103",1688,1965,45.83,-112.35,1676,"include"
"254",3225,"WY005",1580,1971,44.58,-109.08,2133,"include"
"255",3226,"MT002",1368,1965,44.55,-112.8,2084,NA
"256",3228,"WY013",1490,1965,43.22,-110.78,1981,"include"
"257",3229,"CANA024",1560,1965,51.07,-115.18,1310,NA
"258",3230,"CANA022",1460,1965,51.17,-115.55,1310,"include"
"259",3232,"MT006",1185,1971,45,-110.72,1676,"include"
"260",3235,"MT100",1565,1965,46.72,-111.8,1128,"include"
"261",3236,"ID004",1521,1965,43.67,-114.33,1829,"include"
"262",3238,"MT102",1532,1965,45.6,-110.55,1433,"include"
"263",3243,"CANA016",1770,1965,49.6,-119.58,610,NA
"264",3244,"WA045",1700,1966,48.42,-120.05,914,"include"
"265",3245,"CANA020",1410,1965,51.2,-115.52,1432,"include"
"266",3246,"CANA028",1630,1965,52.92,-118.1,1128,NA
"267",3247,"CANA026",1540,1965,52.9,-118.08,1128,"include"
"268",3248,"ID005",1569,1965,44.97,-113.95,1402,"include"
"269",3250,"MT104",1623,1971,45.42,-111.27,1829,"include"
"270",3252,"CANA021",1570,1965,51.17,-115.55,1402,NA
"271",3258,"CO036",1700,1964,40.42,-105.28,1890,"include"
"272",3262,"CO033",1610,1964,39.93,-105.28,1981,"include"
"273",3266,"CO039",1580,1964,40.57,-105.2,2073,"include"
"274",3270,"CANA013",1505,1965,50.75,-120.55,822,"include"
"275",3271,"CANA012",1420,1965,50.75,-120.55,822,NA
"276",3278,"CANA011",1460,1965,50.75,-120.55,1158,"include"
"277",3298,"OR026",1614,1981,42.92,-122.5,1448,"include"
"278",3302,"WA053",1324,1980,47.6,-123.58,988,"include"
"279",3307,"WA049",1500,1980,48.07,-121.33,747,"include"
"280",3310,"WA047",1248,1980,48.05,-121.4,805,"include"
"281",3312,"WA048",1286,1979,46.88,-121.62,1170,"include"
"282",3321,"WY027",1168,1999,44.98,-110.67,2179,"include"
"283",3323,"WA050",1447,1980,47.02,-121.7,914,"include"
"284",3331,"WA055",1499,1980,47.98,-123.05,750,"include"
"285",3333,"WA062",1601,1980,47.07,-121.57,790,"include"
"286",3334,"WA054",1574,1980,47.6,-123.23,830,"include"
"287",3341,"AZ515",1610,1987,32.42,-110.73,2484,"include"
"288",3344,"NM565",1470,1986,33.38,-108.23,2651,"include"
"289",3345,"AZ514",1580,1987,33.8,-109.32,2438,"include"
"290",3354,"CO533",1550,1987,39.93,-105.27,1889,"include"
"291",3361,"AZ519",1550,1986,32.38,-110.68,2194,"include"
"292",3369,"CO537",1800,1987,40.53,-105.2,2097,"include"
"293",3373,"CO540",1800,1988,39.45,-105.13,1828,"include"
"294",33796,"AZ609",1763,2016,35.32,-111.72,2682,"include"
"295",3391,"AZ531",1640,1987,32.22,-110.55,2441,"include"
"296",3396,"AZ534",1650,1986,31.93,-109.27,2286,"include"
"297",3397,"AZ536",1610,1986,32.68,-109.88,2727,"include"
"298",3400,"AZ537",1640,1987,32,-109.33,1828,"include"
"299",3405,"AZ535",1770,1987,35.32,-111.72,2682,"include"
"300",3406,"AZ544",1600,1986,31.72,-110.83,2407,"include"
"301",3420,"AZ548",1680,1986,35.17,-111.52,2057,"include"
"302",3426,"NM572",-130,1992,34.97,-108.1,2423,"include"
"303",3435,"AZ549",1557,1991,32.7,-109.93,2950,"include"
"304",3437,"UT513",1336,1998,37.6,-112.15,2500,"include"
"305",3445,"UT514",1259,1998,37.72,-111.93,3000,"include"
"306",3446,"UT515",1436,1998,37.47,-112.25,2750,"include"
"307",3465,"AZ040",1630,1967,32.7,-109.98,2682,"include"
"308",3466,"CO045",1855,1960,39,-105,1920,"include"
"309",3468,"CO066",1457,1978,37.58,-108.55,2195,"include"
"310",3469,"AZ033",1650,1965,32.58,-110.28,2134,"include"
"311",3472,"AZ056",1625,1967,32.62,-109.82,2652,"include"
"312",3475,"AZ503",1650,1966,33.3,-109.75,2027,"include"
"313",3479,"AZ501",1526,1968,32.42,-110.77,2774,"include"
"314",3483,"UT500",1730,1971,40.67,-109.9,2289,NA
"315",3662,"WA4",1885,1986,46.33,-121.17,810,"include"
"316",3670,"WA3",1788,1986,47.37,-120.3,1250,"include"
"317",3675,"WA2",1791,1986,46.63,-121.48,1120,"include"
"318",3716,"MT110",819,2000,45.3,-111.33,2500,"include"
"319",3740,"MT114",952,1998,45.3,-111.32,2500,"include"
"320",3741,"CA607",1680,1991,37.72,-119.67,1310,"include"
"321",4041,"MEXI004",1569,1971,29.52,-106.82,2333,"include"
"322",4078,"NM046",1681,1969,35.87,-106.3,2164,"include"
"323",4232,"CANA9",1598,1995,50.25,-121.67,200,"include"
"324",4294,"AZ085",1263,1972,36.68,-110.53,2042,NA
"325",4295,"UT506",1201,1949,39.78,-110.3,1920,NA
"326",4296,"CO021",1400,1963,37.2,-108.5,2103,"include"
"327",4297,"CO",1450,1963,37.2,-108.5,2103,"include"
"328",4298,"CO502",1452,1940,37.8,-106.83,2743,"include"
"329",4342,"CANA093",1773,1983,54.5,-122.5,690,"include"
"330",4351,"CO578",1867,1982,40,-105.37,1900,NA
"331",4660,"CANA095",1669,1983,51.88,-121.25,810,"include"
"332",4825,"MEXI022",1376,1993,26.4,-106.08,3170,"include"
"333",4826,"MEXI023",1376,1993,26.4,-106.08,3170,"include"
"334",4827,"MEXI024",1845,1995,24.83,-100.07,2500,"include"
"335",4835,"MEXI025",1644,1993,27.7,-107.62,2200,"include"
"336",4846,"MEXI026",1726,1998,20.4,-98.47,2580,NA
"337",4847,"MEXI027",1481,1993,23.75,-105.75,2591,"include"
"338",4848,"MEXI028",1583,1993,28.33,-108,2250,"include"
"339",4861,"TX046",1537,1992,31.9,-104.85,2438,"include"
"340",4879,"MEXI031",1621,1993,30.4,-108.4,2070,"include"
"341",4921,"MEXI033",1731,1998,20.17,-99.7,2560,"include"
"342",4947,"NM579",1627,1992,32.8,-105.8,2865,"include"
"343",4951,"MEXI037",1710,1998,19.53,-97.88,3120,"include"
"344",4963,"AZ052",1666,1967,33.9,-109.17,2743,"include"
"345",4971,"AZ060",1695,1967,36.25,-112.13,2560,"include"
"346",4974,"NM011",1628,1967,34.03,-108.75,2713,"include"
"347",4976,"NM112",1644,1982,34.23,-105.78,2170,"include"
"348",4978,"NM010",1666,1967,33.9,-108.92,2697,"include"
"349",4985,"AZ063",1617,1967,36.28,-111.97,2682,"include"
"350",4988,"NM012",1520,1967,33.53,-108.63,2741,"include"
"351",4991,"MEXI014",1675,1971,28.93,-102.62,2030,"include"
"352",4994,"UT501",1635,1971,40.57,-109.95,2289,"include"
"353",4995,"AZ062",1613,1967,36.33,-112.07,2774,"include"
"354",5001,"CO046",1684,1964,37.07,-106.18,2637,"include"
"355",5002,"TX001",1631,1965,29.25,-103.3,1981,"include"
"356",5004,"CO053",1478,1964,38.57,-107.7,2426,"include"
"357",5005,"CO060",1441,1964,39.68,-105.63,2835,"include"
"358",5009,"AZ046",1474,1965,35.87,-109.43,2134,"include"
"359",5010,"CO052",1107,1964,39.65,-106.87,1951,"include"
"360",5012,"MEXI006",1592,1965,23.33,-105.6,2621,NA
"361",5013,"MEXI009",1668,1965,23.75,-105.52,2590,NA
"362",5014,"MEXI008",1592,1965,23.33,-105.6,2590,"include"
"363",5016,"AZ105",1599,1973,33.95,-109.13,3200,"include"
"364",5020,"AZ109",1598,1971,35,-113,1900,"include"
"365",5024,"WY010",1444,1964,41.1,-106.08,2591,"include"
"366",5029,"AZ027",1593,1965,34.38,-111,2284,"include"
"367",5032,"CO050",1354,1964,40.92,-106.33,2469,"include"
"368",5033,"UT505",1194,1964,39.78,-110.3,1920,"include"
"369",5035,"NM020",1597,1970,32.35,-106.55,2438,"include"
"370",5043,"CO055",1328,1964,38.48,-105.93,2195,"include"
"371",5045,"AZ504",1645,1966,31.72,-110.85,2438,"include"
"372",5047,"NM004",1542,1965,33,-105.67,2438,"include"
"373",5050,"CO061",1322,1964,38.68,-106.87,2530,"include"
"374",5052,"AZ050",1646,1966,35.18,-111.5,1981,"include"
"375",5054,"NM502",1515,1965,32.93,-105.72,2728,NA
"376",5055,"NM097",1663,1965,32.98,-105.7,2791,"include"
"377",5092,"NM063",1636,1980,33.25,-108.5,2134,"include"
"378",5197,"MEXI030",1780,1999,25.27,-100.48,3300,"include"
"379",5210,"WY029",1484,1999,44.18,-108.72,1474,"include"
"380",5211,"WY028",1459,2000,43.43,-109.55,2696,"include"
"381",5280,"CO589",1319,1999,38.73,-106.8,2926,"include"
"382",5283,"CO592",1550,2000,40.42,-105.28,1890,"include"
"383",5289,"CO593",1372,2002,38.08,-107,2895,"include"
"384",5295,"CO597",1372,2002,39.6,-105.9,2880,"include"
"385",5296,"CO599",1382,2000,39.6,-108.8,2591,"include"
"386",5299,"CO603",1541,2002,39.93,-105.27,1889,"include"
"387",5301,"WY031",1380,2001,41.15,-106.78,2500,"include"
"388",5304,"CO604",1378,2000,39.85,-106.23,2514,"include"
"389",5305,"CO606",1571,1999,40.07,-106.13,2499,"include"
"390",5310,"CO580",1135,1999,39,-108.15,2987,"include"
"391",5311,"CO572",894,1998,40.32,-105.55,2800,"include"
"392",5313,"CO609",1541,1997,38.85,-106.02,2743,"include"
"393",5319,"CO613",1486,2001,40.92,-106.33,2469,"include"
"394",5321,"CO619",1192,2000,40.02,-105.52,2746,"include"
"395",5326,"CO617",1169,2002,38.8,-106.23,2956,"include"
"396",5329,"CO620",1525,2000,38.53,-107.22,2835,"include"
"397",5335,"CO624",1275,2000,38.4,-106.43,2621,"include"
"398",5336,"CO581",1539,1999,40.75,-106.85,2377,"include"
"399",5343,"CO628",1480,1997,38.33,-105.27,2465,"include"
"400",5346,"CO566",1534,1998,39.07,-104.43,2170,"include"
"401",5347,"CO630",1454,1999,40.03,-106.07,2865,"include"
"402",5349,"CO632",1336,1997,37.9,-105.15,2690,"include"
"403",5351,"AZ557",1321,1998,32.45,-110.78,2550,"include"
"404",5396,"AZ505",1693,1975,36.42,-112,2745,"include"
"405",5402,"CANA163",-366,-100,48.53,-123.47,120,NA
"406",5403,"CANA164",-807,-670,48.53,-123.47,120,NA
"407",5404,"CANA165",-1017,-830,48.53,-123.47,120,NA
"408",5405,"CANA166",-1745,-1360,48.53,-123.47,120,NA
"409",5406,"CANA167",-1863,-1530,48.53,-123.47,120,NA
"410",8517,"NM580",-136,2004,34.97,-108.18,2375,"include"
"411",8546,"MEXI044",1561,2000,17.17,-96.63,2550,"include"
"412",8547,"MEXI045",1474,2004,19.17,-97.32,3154,"include"
"413",8586,"MEXI046",1774,2000,17.18,-96.62,2592,"include"
"414",9678,"NM583",1295,2007,36.35,-106.52,2042,"include"
"415",9697,"NM584",644,2007,36.2833,-106.6166,2525,"include"
"416",9699,"NM586",1298,2007,35.9167,-106.6833,2561,"include"
